loan_id,document_type,available
L-101571,title_report,true
L-101572,insurance_certificate,true
L-101573,deed_of_trust,true
L-101574,promissory_note,true
L-101574,income_verification,true
L-101575,appraisal_report,false
L-101575,insurance_certificate,true
L-101575,deed_of_trust,true
L-101576,insurance_certificate,true
L-101576,promissory_note,true
L-101576,appraisal_report,true
L-101577,income_verification,false
L-101578,promissory_note,true
L-101578,insurance_certificate,true
L-101579,income_verification,true
L-101579,deed_of_trust,true
L-101579,appraisal_report,true
L-101580,appraisal_report,true
L-101580,title_report,true
L-101581,income_verification,true
L-101582,income_verification,true
L-101583,insurance_certificate,false
L-101583,promissory_note,true
L-101584,promissory_note,true
L-101584,title_report,false
L-101585,insurance_certificate,true
L-101586,appraisal_report,true
L-101586,title_report,true
L-101587,income_verification,true
L-101587,title_report,true
L-101588,title_report,true
L-101589,promissory_note,true
L-101589,income_verification,true
L-101590,deed_of_trust,true
L-101590,promissory_note,true
L-101591,insurance_certificate,true
L-101592,insurance_certificate,true
L-101592,appraisal_report,true
L-101592,deed_of_trust,false
L-101593,appraisal_report,true
L-101593,income_verification,true
L-101594,promissory_note,false
L-101594,deed_of_trust,true
L-101594,title_report,true
L-101595,appraisal_report,true
L-101596,income_verification,true
L-101596,appraisal_report,true
L-101597,income_verification,true
L-101598,insurance_certificate,true
L-101599,insurance_certificate,true
L-101600,deed_of_trust,true
L-101600,title_report,true
L-101601,title_report,true
L-101601,income_verification,true
L-101602,promissory_note,false
L-101602,deed_of_trust,true
L-101603,insurance_certificate,true
L-101603,appraisal_report,false
L-101603,title_report,true
L-101604,income_verification,true
L-101604,insurance_certificate,true
L-101604,title_report,true
L-101605,promissory_note,true
L-101605,appraisal_report,true
L-101605,deed_of_trust,true
L-101606,deed_of_trust,false
L-101606,income_verification,true
L-101606,insurance_certificate,true
L-101607,deed_of_trust,true
L-101607,appraisal_report,true
L-101608,title_report,true
L-101608,promissory_note,true
L-101609,appraisal_report,true
L-101609,title_report,true
L-101610,appraisal_report,true
L-101610,deed_of_trust,true
L-101611,insurance_certificate,true
L-101611,appraisal_report,true
L-101612,deed_of_trust,true
L-101612,insurance_certificate,true
L-101613,appraisal_report,false
L-101613,insurance_certificate,true
L-101614,appraisal_report,true
L-101614,promissory_note,true
L-101615,income_verification,false
L-101615,appraisal_report,true
L-101616,insurance_certificate,true
L-101617,appraisal_report,true
L-101618,income_verification,true
L-101619,deed_of_trust,true
L-101619,income_verification,true
L-101619,appraisal_report,true
L-101620,deed_of_trust,true
L-101620,insurance_certificate,true
L-101621,title_report,true
L-101621,appraisal_report,true
L-101622,deed_of_trust,true
L-101623,promissory_note,true
L-101623,appraisal_report,false
L-101624,appraisal_report,true
L-101624,title_report,true
L-101625,insurance_certificate,true
L-101625,income_verification,true
L-101625,title_report,true
L-101626,promissory_note,false
L-101627,title_report,true
L-101627,deed_of_trust,false
L-101627,insurance_certificate,true
L-101628,appraisal_report,true
L-101629,insurance_certificate,true
L-101629,income_verification,true
L-101629,appraisal_report,true
L-101630,appraisal_report,false
L-101630,insurance_certificate,true
L-101630,title_report,true
L-101631,appraisal_report,true
L-101632,promissory_note,true
L-101633,appraisal_report,true
L-101634,income_verification,true
L-101634,promissory_note,true
L-101634,deed_of_trust,true
L-101635,deed_of_trust,true
L-101636,appraisal_report,true
L-101637,insurance_certificate,true
L-101637,deed_of_trust,true
L-101638,title_report,true
L-101639,deed_of_trust,false
L-101639,title_report,true
L-101640,insurance_certificate,true
L-101640,appraisal_report,true
L-101640,income_verification,true
L-101641,deed_of_trust,true
L-101641,insurance_certificate,true
L-101642,income_verification,true
L-101642,insurance_certificate,true
L-101642,promissory_note,true
L-101643,income_verification,true
L-101643,deed_of_trust,true
L-101644,deed_of_trust,true
L-101644,insurance_certificate,true
L-101645,appraisal_report,false
L-101645,insurance_certificate,true
L-101646,insurance_certificate,true
L-101647,income_verification,true
L-101648,title_report,true
L-101648,income_verification,true
L-101648,insurance_certificate,true
L-101649,appraisal_report,true
L-101649,title_report,true
L-101650,income_verification,true
L-101651,appraisal_report,true
L-101651,deed_of_trust,true
L-101651,insurance_certificate,true
L-101652,insurance_certificate,true
L-101653,title_report,true
L-101653,promissory_note,false
L-101654,title_report,true
L-101655,appraisal_report,true
L-101655,promissory_note,true
L-101656,deed_of_trust,true
L-101656,appraisal_report,true
L-101656,title_report,true
L-101657,insurance_certificate,true
L-101658,title_report,true
L-101658,deed_of_trust,true
L-101659,appraisal_report,true
L-101660,appraisal_report,true
L-101660,deed_of_trust,true
L-101660,income_verification,true
L-101661,deed_of_trust,true
L-101662,deed_of_trust,true
L-101662,income_verification,true
L-101662,appraisal_report,true
L-101663,title_report,true
L-101664,appraisal_report,true
L-101664,insurance_certificate,true
L-101665,promissory_note,true
L-101666,promissory_note,true
L-101666,deed_of_trust,true
L-101667,deed_of_trust,true
L-101667,promissory_note,true
L-101668,income_verification,false
L-101668,promissory_note,true
L-101669,title_report,true
L-101669,promissory_note,true
L-101670,promissory_note,true
L-101670,appraisal_report,true
L-101671,insurance_certificate,true
L-101671,income_verification,true
L-101672,insurance_certificate,true
L-101673,appraisal_report,true
L-101674,deed_of_trust,true
L-101675,promissory_note,false
L-101675,insurance_certificate,true
L-101676,appraisal_report,true
L-101676,promissory_note,true
L-101676,deed_of_trust,true
L-101677,title_report,true
L-101677,insurance_certificate,true
L-101677,income_verification,true
L-101678,appraisal_report,false
L-101678,title_report,true
L-101678,income_verification,true
L-101679,appraisal_report,true
L-101680,promissory_note,true
L-101680,income_verification,true
L-101680,insurance_certificate,true
L-101681,promissory_note,false
L-101681,title_report,true
L-101682,appraisal_report,true
L-101682,promissory_note,true
L-101683,deed_of_trust,true
L-101684,income_verification,true
L-101684,title_report,true
L-101685,income_verification,true
L-101686,title_report,true
L-101687,deed_of_trust,true
L-101687,appraisal_report,true
L-101687,title_report,true
L-101688,deed_of_trust,true
L-101688,insurance_certificate,false
L-101688,title_report,true
L-101689,appraisal_report,true
L-101690,appraisal_report,true
L-101690,income_verification,true
L-101690,promissory_note,true
L-101691,income_verification,true
L-101691,promissory_note,true
L-101691,insurance_certificate,true
L-101692,promissory_note,false
L-101692,title_report,true
L-101692,insurance_certificate,true
L-101693,deed_of_trust,false
L-101694,insurance_certificate,true
L-101695,title_report,true
L-101696,income_verification,true
L-101696,appraisal_report,true
L-101697,income_verification,true
L-101697,insurance_certificate,true
L-101698,insurance_certificate,true
L-101698,appraisal_report,true
L-101698,promissory_note,true
L-101699,appraisal_report,true
L-101700,deed_of_trust,true
L-101700,promissory_note,true
L-101700,insurance_certificate,true
L-101701,deed_of_trust,true
L-101701,income_verification,true
L-101702,income_verification,false
L-101702,title_report,true
L-101703,title_report,true
L-101703,appraisal_report,true
L-101704,promissory_note,true
L-101705,deed_of_trust,true
L-101705,title_report,true
L-101706,insurance_certificate,true
L-101706,deed_of_trust,false
L-101706,income_verification,false
L-101707,income_verification,true
L-101707,title_report,true
L-101708,insurance_certificate,true
L-101708,income_verification,true
L-101709,insurance_certificate,true
L-101709,appraisal_report,true
L-101709,income_verification,false
L-101710,appraisal_report,true
L-101710,income_verification,true
L-101710,insurance_certificate,true
L-101711,appraisal_report,true
L-101712,title_report,true
L-101712,deed_of_trust,true
L-101712,promissory_note,true
L-101713,title_report,true
L-101713,income_verification,false
L-101713,deed_of_trust,true
L-101714,income_verification,true
L-101714,deed_of_trust,true
L-101714,promissory_note,false
L-101715,income_verification,true
L-101715,promissory_note,true
L-101715,deed_of_trust,true
L-101716,insurance_certificate,true
L-101716,deed_of_trust,false
L-101716,title_report,true
L-101717,title_report,true
L-101718,deed_of_trust,true
L-101718,income_verification,true
L-101719,deed_of_trust,true
L-101720,promissory_note,true
L-101720,appraisal_report,false
L-101721,insurance_certificate,false
L-101721,promissory_note,true
L-101722,deed_of_trust,true
L-101723,insurance_certificate,true
L-101723,deed_of_trust,true
L-101724,title_report,true
L-101724,insurance_certificate,true
L-101725,promissory_note,true
L-101726,income_verification,true
L-101726,promissory_note,true
L-101726,insurance_certificate,true
L-101727,deed_of_trust,true
L-101727,title_report,true
L-101728,deed_of_trust,true
L-101728,insurance_certificate,true
L-101729,title_report,true
L-101730,appraisal_report,true
L-101730,deed_of_trust,true
L-101730,promissory_note,true
L-101731,insurance_certificate,true
L-101731,appraisal_report,true
L-101731,deed_of_trust,true
L-101732,title_report,true
L-101733,promissory_note,true
L-101734,income_verification,false
L-101734,insurance_certificate,true
L-101735,title_report,false
L-101735,promissory_note,true
L-101735,deed_of_trust,true
L-101736,appraisal_report,true
L-101736,insurance_certificate,true
L-101737,income_verification,true
L-101738,deed_of_trust,true
L-101738,promissory_note,true
L-101739,deed_of_trust,true
L-101739,insurance_certificate,true
L-101740,income_verification,true
L-101740,title_report,true
L-101740,insurance_certificate,true
L-101741,title_report,true
L-101741,appraisal_report,true
L-101741,insurance_certificate,true
L-101742,insurance_certificate,true
L-101743,deed_of_trust,true
L-101743,promissory_note,false
L-101744,deed_of_trust,true
L-101744,appraisal_report,true
L-101745,appraisal_report,true
L-101745,insurance_certificate,true
L-101745,income_verification,true
L-101746,income_verification,false
L-101747,insurance_certificate,true
L-101747,deed_of_trust,true
L-101747,title_report,true
L-101748,promissory_note,true
L-101748,deed_of_trust,true
L-101749,insurance_certificate,false
L-101750,deed_of_trust,true
L-101750,title_report,true
L-101750,income_verification,true
L-101751,promissory_note,true
L-101751,appraisal_report,false
L-101751,insurance_certificate,true
L-101752,appraisal_report,false
L-101752,income_verification,true
L-101752,promissory_note,true
L-101753,title_report,true
L-101754,promissory_note,true
L-101754,income_verification,true
L-101755,appraisal_report,false
L-101755,income_verification,true
L-101755,promissory_note,false
L-101756,income_verification,true
L-101756,promissory_note,true
L-101757,promissory_note,true
L-101757,deed_of_trust,true
L-101758,income_verification,false
L-101758,title_report,true
L-101758,insurance_certificate,true
L-101759,deed_of_trust,true
L-101759,title_report,true
L-101759,insurance_certificate,true
L-101760,insurance_certificate,true
L-101760,appraisal_report,false
L-101760,title_report,true
L-101761,title_report,true
L-101762,insurance_certificate,true
L-101762,title_report,true
L-101762,deed_of_trust,true
L-101763,appraisal_report,true
L-101764,insurance_certificate,true
L-101764,deed_of_trust,true
L-101764,promissory_note,false
L-101765,deed_of_trust,true
L-101765,appraisal_report,false
L-101765,insurance_certificate,true
L-101766,title_report,true
L-101766,promissory_note,true
L-101767,deed_of_trust,true
L-101767,title_report,true
L-101768,income_verification,true
L-101769,appraisal_report,true
L-101770,deed_of_trust,true
L-101771,insurance_certificate,true
L-101772,deed_of_trust,true
L-101772,promissory_note,true
L-101772,appraisal_report,true
L-101773,insurance_certificate,true
L-101773,deed_of_trust,true
L-101773,income_verification,true
L-101774,insurance_certificate,true
L-101774,deed_of_trust,true
L-101775,appraisal_report,true
L-101775,income_verification,true
L-101775,deed_of_trust,true
L-101776,income_verification,true
L-101776,deed_of_trust,true
L-101776,title_report,false
L-101777,title_report,true
L-101777,income_verification,false
L-101777,promissory_note,true
L-101778,promissory_note,true
L-101778,income_verification,true
L-101778,appraisal_report,true
L-101779,income_verification,true
L-101779,insurance_certificate,true
L-101779,promissory_note,false
L-101780,income_verification,true
L-101780,insurance_certificate,true
L-101781,title_report,true
L-101781,income_verification,true
L-101782,insurance_certificate,true
L-101783,title_report,true
L-101783,appraisal_report,true
L-101784,appraisal_report,true
L-101784,promissory_note,true
L-101784,deed_of_trust,true
L-101785,insurance_certificate,true
L-101786,appraisal_report,true
L-101787,title_report,true
L-101788,appraisal_report,true
L-101788,insurance_certificate,true
L-101789,income_verification,true
L-101789,title_report,true
L-101789,appraisal_report,true
L-101790,insurance_certificate,true
L-101791,appraisal_report,true
L-101792,insurance_certificate,true
L-101793,insurance_certificate,true
L-101794,appraisal_report,true
L-101794,insurance_certificate,true
L-101795,title_report,false
L-101796,deed_of_trust,true
L-101796,income_verification,true
L-101797,appraisal_report,true
L-101798,deed_of_trust,true
L-101798,appraisal_report,true
L-101799,title_report,true
L-101800,income_verification,true
L-101800,promissory_note,false
L-101801,deed_of_trust,true
L-101801,appraisal_report,true
L-101802,deed_of_trust,true
L-101802,title_report,true
L-101802,promissory_note,true
L-101803,promissory_note,true
L-101803,income_verification,false
L-101803,insurance_certificate,true
L-101804,promissory_note,true
L-101805,appraisal_report,true
L-101805,title_report,true
L-101806,promissory_note,true
L-101806,deed_of_trust,true
L-101806,appraisal_report,true
L-101807,deed_of_trust,true
L-101808,promissory_note,true
L-101808,income_verification,true
L-101809,appraisal_report,false
L-101810,appraisal_report,false
L-101810,income_verification,true
L-101811,income_verification,true
L-101811,title_report,true
L-101811,insurance_certificate,true
L-101812,appraisal_report,true
L-101812,insurance_certificate,true
L-101812,income_verification,true
L-101813,appraisal_report,true
L-101813,deed_of_trust,true
L-101813,promissory_note,true
L-101814,promissory_note,true
L-101814,title_report,true
L-101815,title_report,true
L-101816,promissory_note,true
L-101817,insurance_certificate,true
L-101817,income_verification,true
L-101818,income_verification,true
L-101818,appraisal_report,true
L-101819,insurance_certificate,true
L-101819,title_report,true
L-101820,deed_of_trust,true
L-101820,promissory_note,true
L-101821,title_report,true
L-101822,income_verification,true
L-101822,appraisal_report,false
L-101823,promissory_note,true
L-101823,deed_of_trust,true
L-101824,promissory_note,true
L-101824,title_report,true
L-101824,appraisal_report,true
L-101825,title_report,true
L-101825,promissory_note,true
L-101825,income_verification,true
L-101826,deed_of_trust,true
L-101826,title_report,true
L-101827,insurance_certificate,true
L-101827,income_verification,false
L-101828,income_verification,true
L-101828,promissory_note,true
L-101828,insurance_certificate,true
L-101829,income_verification,true
L-101830,insurance_certificate,true
L-101830,appraisal_report,true
L-101830,title_report,true
L-101831,insurance_certificate,true
L-101831,promissory_note,true
L-101831,appraisal_report,true
L-101832,promissory_note,true
L-101832,title_report,true
L-101832,deed_of_trust,true
L-101833,insurance_certificate,true
L-101834,appraisal_report,true
L-101834,income_verification,true
L-101835,deed_of_trust,true
L-101835,promissory_note,true
L-101835,income_verification,true
L-101836,income_verification,true
L-101836,appraisal_report,true
L-101836,insurance_certificate,true
L-101837,insurance_certificate,true
L-101837,promissory_note,true
L-101837,appraisal_report,true
L-101838,deed_of_trust,true
L-101838,promissory_note,true
L-101839,appraisal_report,true
L-101840,promissory_note,true
L-101841,title_report,true
L-101841,promissory_note,true
L-101842,insurance_certificate,false
L-101843,deed_of_trust,true
L-101843,promissory_note,true
L-101843,title_report,true
L-101844,promissory_note,true
L-101845,appraisal_report,true
L-101845,deed_of_trust,true
L-101846,promissory_note,true
L-101847,insurance_certificate,true
L-101847,appraisal_report,true
L-101848,income_verification,true
L-101848,promissory_note,true
L-101849,promissory_note,true
L-101849,deed_of_trust,true
L-101850,income_verification,true
L-101850,promissory_note,true
L-101851,insurance_certificate,true
L-101851,appraisal_report,true
L-101852,appraisal_report,true
L-101852,insurance_certificate,true
L-101853,insurance_certificate,true
L-101853,income_verification,true
L-101854,promissory_note,true
L-101854,appraisal_report,true
L-101855,insurance_certificate,true
L-101855,promissory_note,false
L-101856,deed_of_trust,true
L-101856,promissory_note,true
L-101856,income_verification,true
L-101857,appraisal_report,true
L-101858,insurance_certificate,true
L-101859,deed_of_trust,true
L-101859,title_report,true
L-101859,appraisal_report,true
L-101860,insurance_certificate,true
L-101860,promissory_note,true
L-101861,deed_of_trust,true
L-101861,appraisal_report,true
L-101862,insurance_certificate,true
L-101862,title_report,true
L-101863,deed_of_trust,true
L-101863,appraisal_report,true
L-101864,title_report,true
L-101865,insurance_certificate,false
L-101865,appraisal_report,true
L-101866,appraisal_report,true
L-101867,insurance_certificate,true
L-101868,promissory_note,true
L-101869,deed_of_trust,true
L-101869,promissory_note,true
L-101869,title_report,true
L-101870,deed_of_trust,true
L-101870,title_report,true
L-101870,promissory_note,true
L-101871,income_verification,true
L-101871,promissory_note,true
L-101871,insurance_certificate,true
L-101872,appraisal_report,true
L-101872,deed_of_trust,true
L-101872,insurance_certificate,true
L-101873,insurance_certificate,true
L-101874,title_report,true
L-101875,deed_of_trust,false
L-101876,deed_of_trust,true
L-101877,appraisal_report,true
L-101878,deed_of_trust,true
L-101879,promissory_note,true
L-101879,appraisal_report,true
L-101879,deed_of_trust,true
L-101880,appraisal_report,true
L-101880,promissory_note,true
L-101880,income_verification,true
L-101881,promissory_note,true
L-101882,promissory_note,true
L-101882,deed_of_trust,true
L-101883,promissory_note,true
L-101883,insurance_certificate,true
L-101884,appraisal_report,true
L-101884,income_verification,false
L-101885,insurance_certificate,true
L-101886,insurance_certificate,true
L-101886,deed_of_trust,false
L-101886,promissory_note,true
L-101887,appraisal_report,true
L-101887,insurance_certificate,true
L-101887,promissory_note,true
L-101888,appraisal_report,false
L-101888,insurance_certificate,false
L-101889,insurance_certificate,true
L-101889,appraisal_report,true
L-101889,promissory_note,false
L-101890,income_verification,true
L-101891,title_report,true
L-101892,promissory_note,false
L-101892,income_verification,true
L-101893,title_report,true
L-101893,promissory_note,true
L-101894,promissory_note,true
L-101895,insurance_certificate,true
L-101895,title_report,true
L-101895,promissory_note,true
L-101896,insurance_certificate,true
L-101896,title_report,true
L-101896,deed_of_trust,true
L-101897,income_verification,false
L-101898,promissory_note,true
L-101898,appraisal_report,true
L-101898,insurance_certificate,true
L-101899,insurance_certificate,false
L-101900,deed_of_trust,true
L-101901,promissory_note,true
L-101902,income_verification,true
L-101903,promissory_note,true
L-101904,appraisal_report,true
L-101904,insurance_certificate,true
L-101905,insurance_certificate,true
L-101906,title_report,true
L-101907,appraisal_report,true
L-101907,promissory_note,true
L-101908,title_report,true
L-101909,insurance_certificate,true
L-101910,income_verification,true
L-101910,insurance_certificate,true
L-101910,promissory_note,false
L-101911,insurance_certificate,true
L-101911,deed_of_trust,true
L-101912,income_verification,true
L-101912,promissory_note,true
L-101912,appraisal_report,true
L-101913,income_verification,true
L-101913,appraisal_report,true
L-101914,insurance_certificate,true
L-101914,promissory_note,false
L-101914,income_verification,true
L-101915,appraisal_report,true
L-101915,title_report,true
L-101915,insurance_certificate,true
L-101916,title_report,true
L-101916,insurance_certificate,true
L-101916,income_verification,false
L-101917,deed_of_trust,true
L-101918,promissory_note,true
L-101918,appraisal_report,true
L-101918,insurance_certificate,true
L-101919,income_verification,true
L-101919,insurance_certificate,true
L-101920,appraisal_report,true
L-101921,appraisal_report,true
L-101921,promissory_note,false
L-101922,appraisal_report,true
L-101922,deed_of_trust,true
L-101923,income_verification,true
L-101923,insurance_certificate,true
L-101924,income_verification,true
L-101925,promissory_note,true
L-101925,deed_of_trust,true
L-101925,income_verification,true
L-101926,appraisal_report,true
L-101926,income_verification,false
L-101927,insurance_certificate,true
L-101928,title_report,true
L-101928,appraisal_report,true
L-101929,income_verification,true
L-101929,title_report,true
L-101930,deed_of_trust,true
L-101930,appraisal_report,true
L-101930,title_report,true
L-101931,insurance_certificate,true
L-101931,title_report,true
L-101931,deed_of_trust,false
L-101932,appraisal_report,true
L-101933,appraisal_report,true
L-101933,title_report,true
L-101934,promissory_note,true
L-101934,appraisal_report,true
L-101935,insurance_certificate,true
L-101936,promissory_note,true
L-101937,promissory_note,true
L-101937,appraisal_report,true
L-101937,title_report,true
L-101938,deed_of_trust,true
L-101938,promissory_note,true
L-101938,appraisal_report,true
L-101939,deed_of_trust,true
L-101939,income_verification,true
L-101940,deed_of_trust,false
L-101941,appraisal_report,true
L-101942,deed_of_trust,true
L-101943,insurance_certificate,true
L-101944,insurance_certificate,true
L-101944,appraisal_report,true
L-101945,title_report,true
L-101945,appraisal_report,true
L-101946,appraisal_report,true
L-101946,insurance_certificate,false
L-101947,title_report,false
L-101947,deed_of_trust,true
L-101948,appraisal_report,false
L-101948,promissory_note,true
L-101949,title_report,true
L-101949,promissory_note,true
L-101949,appraisal_report,true
L-101950,insurance_certificate,true
L-101950,promissory_note,true
L-101950,deed_of_trust,true
L-101951,appraisal_report,true
L-101952,appraisal_report,true
L-101953,promissory_note,true
L-101953,income_verification,true
L-101954,title_report,true
L-101955,appraisal_report,true
L-101955,deed_of_trust,true
L-101956,appraisal_report,true
L-101957,income_verification,true
L-101957,appraisal_report,true
L-101957,deed_of_trust,true
L-101958,income_verification,true
L-101958,insurance_certificate,true
L-101958,promissory_note,true
L-101959,promissory_note,true
L-101959,appraisal_report,true
L-101959,income_verification,true
L-101960,insurance_certificate,true
L-101961,promissory_note,true
L-101962,insurance_certificate,true
L-101962,title_report,true
L-101963,appraisal_report,true
L-101963,deed_of_trust,true
L-101964,appraisal_report,true
L-101964,insurance_certificate,true
L-101964,deed_of_trust,true
L-101965,income_verification,true
L-101965,deed_of_trust,true
L-101965,title_report,true
L-101966,appraisal_report,true
L-101966,income_verification,true
L-101967,promissory_note,true
L-101968,deed_of_trust,false
L-101968,appraisal_report,true
L-101969,appraisal_report,true
L-101970,title_report,true
L-101970,promissory_note,true
L-101970,appraisal_report,false
L-101971,income_verification,true
L-101972,insurance_certificate,true
L-101972,title_report,true
L-101973,income_verification,true
L-101974,promissory_note,false
L-101974,deed_of_trust,true
L-101974,insurance_certificate,true
L-101975,promissory_note,true
L-101975,insurance_certificate,true
L-101976,promissory_note,true
L-101976,deed_of_trust,true
L-101977,deed_of_trust,true
L-101977,title_report,true
L-101977,insurance_certificate,true
L-101978,deed_of_trust,true
L-101978,title_report,true
L-101979,promissory_note,true
L-101979,deed_of_trust,true
L-101979,appraisal_report,true
L-101980,promissory_note,true
L-101980,deed_of_trust,true
L-101980,insurance_certificate,true
L-101981,insurance_certificate,true
L-101981,deed_of_trust,true
L-101982,promissory_note,false
L-101982,income_verification,true
L-101982,insurance_certificate,true
L-101983,appraisal_report,true
L-101984,promissory_note,true
L-101984,income_verification,true
L-101984,appraisal_report,true
L-101985,promissory_note,true
L-101986,appraisal_report,true
L-101987,appraisal_report,true
L-101987,income_verification,true
L-101988,insurance_certificate,true
L-101989,appraisal_report,true
L-101989,promissory_note,false
L-101990,promissory_note,true
L-101990,deed_of_trust,true
L-101991,income_verification,true
L-101991,insurance_certificate,true
L-101992,promissory_note,true
L-101992,deed_of_trust,true
L-101993,appraisal_report,true
L-101993,income_verification,true
L-101994,appraisal_report,true
L-101994,deed_of_trust,true
L-101995,insurance_certificate,true
L-101995,title_report,true
L-101995,appraisal_report,false
L-101996,appraisal_report,true
L-101996,income_verification,true
L-101997,insurance_certificate,true
L-101997,title_report,true
L-101997,deed_of_trust,true
L-101998,appraisal_report,true
L-101998,insurance_certificate,false
L-101998,title_report,false
L-101999,promissory_note,true
L-101999,insurance_certificate,true
L-101999,deed_of_trust,true
L-102000,insurance_certificate,true
L-102000,deed_of_trust,true
L-102000,income_verification,true
L-102001,promissory_note,true
L-102002,promissory_note,true
L-102002,deed_of_trust,true
L-102002,insurance_certificate,true
L-102003,appraisal_report,true
L-102004,title_report,true
L-102004,deed_of_trust,true
L-102004,income_verification,true
L-102005,promissory_note,true
L-102005,insurance_certificate,false
L-102005,deed_of_trust,true
L-102006,appraisal_report,true
L-102006,income_verification,true
L-102007,title_report,true
L-102007,income_verification,true
L-102007,appraisal_report,true
L-102008,deed_of_trust,true
L-102008,promissory_note,true
L-102008,appraisal_report,true
L-102009,income_verification,true
L-102010,title_report,true
L-102010,appraisal_report,true
L-102010,promissory_note,true
L-102011,insurance_certificate,true
L-102011,promissory_note,false
L-102012,appraisal_report,true
L-102012,insurance_certificate,true
L-102013,deed_of_trust,true
L-102014,appraisal_report,true
L-102014,promissory_note,true
L-102015,income_verification,true
L-102015,appraisal_report,true
L-102015,promissory_note,true
L-102016,insurance_certificate,true
L-102016,deed_of_trust,true
L-102017,deed_of_trust,true
L-102017,income_verification,true
L-102018,title_report,true
L-102019,title_report,true
L-102019,appraisal_report,true
L-102020,deed_of_trust,true
L-102020,appraisal_report,true
L-102021,deed_of_trust,true
L-102021,appraisal_report,true
L-102022,income_verification,false
L-102022,insurance_certificate,true
L-102023,title_report,true
L-102023,income_verification,true
L-102023,appraisal_report,true
L-102024,promissory_note,true
L-102024,title_report,true
L-102025,income_verification,true
L-102025,appraisal_report,true
L-102025,insurance_certificate,false
L-102026,appraisal_report,true
L-102026,promissory_note,true
L-102026,income_verification,true
L-102027,appraisal_report,true
L-102027,title_report,true
L-102027,promissory_note,true
L-102028,title_report,true
L-102028,insurance_certificate,true
L-102029,income_verification,true
L-102029,promissory_note,true
L-102030,insurance_certificate,true
L-102030,title_report,true
L-102031,appraisal_report,true
L-102032,promissory_note,true
L-102033,appraisal_report,true
L-102034,deed_of_trust,true
L-102034,insurance_certificate,true
L-102035,insurance_certificate,true
L-102036,appraisal_report,true
L-102036,income_verification,true
L-102036,deed_of_trust,true
L-102037,deed_of_trust,true
L-102037,insurance_certificate,true
L-102037,title_report,true
L-102038,appraisal_report,true
L-102038,income_verification,true
L-102038,deed_of_trust,true
L-102039,promissory_note,true
L-102039,appraisal_report,true
L-102039,deed_of_trust,true
L-102040,insurance_certificate,true
L-102041,title_report,true
L-102042,appraisal_report,true
L-102042,promissory_note,true
L-102043,title_report,true
L-102044,title_report,false
L-102044,promissory_note,true
L-102045,promissory_note,true
L-102045,title_report,true
L-102046,deed_of_trust,false
L-102046,insurance_certificate,false
L-102046,income_verification,true
L-102047,title_report,false
L-102047,deed_of_trust,true
L-102048,insurance_certificate,true
L-102049,insurance_certificate,true
L-102050,income_verification,true
L-102051,insurance_certificate,true
L-102052,deed_of_trust,true
L-102052,promissory_note,true
L-102053,insurance_certificate,true
L-102053,title_report,true
L-102054,income_verification,true
L-102055,insurance_certificate,true
L-102056,promissory_note,true
L-102056,appraisal_report,true
L-102057,appraisal_report,true
L-102057,promissory_note,true
L-102058,insurance_certificate,true
L-102059,deed_of_trust,true
L-102059,promissory_note,true
L-102060,title_report,true
L-102060,deed_of_trust,true
L-102060,insurance_certificate,true
L-102061,title_report,true
L-102062,income_verification,true
L-102062,insurance_certificate,true
L-102063,promissory_note,true
L-102064,deed_of_trust,true
L-102064,promissory_note,true
L-102064,appraisal_report,true
L-102065,deed_of_trust,true
L-102065,insurance_certificate,true
L-102065,income_verification,true
L-102066,income_verification,true
L-102067,promissory_note,true
L-102067,appraisal_report,true
L-102067,title_report,true
L-102068,appraisal_report,true
L-102069,insurance_certificate,true
L-102070,appraisal_report,true
L-102071,promissory_note,true
L-102071,appraisal_report,true
L-102071,income_verification,false
L-102072,promissory_note,true
L-102073,promissory_note,true
L-102073,deed_of_trust,true
L-102073,income_verification,true
L-102074,promissory_note,true
L-102075,deed_of_trust,true
L-102075,income_verification,false
L-102076,title_report,true
L-102077,appraisal_report,true
L-102077,insurance_certificate,true
L-102078,deed_of_trust,false
L-102079,appraisal_report,true
L-102079,title_report,true
L-102079,promissory_note,true
L-102080,promissory_note,true
L-102080,title_report,true
L-102081,deed_of_trust,true
L-102081,appraisal_report,true
L-102082,title_report,true
L-102083,appraisal_report,true
L-102083,income_verification,true
L-102084,title_report,false
L-102084,promissory_note,true
L-102084,insurance_certificate,true
L-102085,deed_of_trust,true
L-102085,appraisal_report,true
L-102085,promissory_note,false
L-102086,income_verification,true
L-102086,title_report,true
L-102086,appraisal_report,true
L-102087,promissory_note,true
L-102087,deed_of_trust,true
L-102087,appraisal_report,true
L-102088,title_report,true
L-102088,appraisal_report,true
L-102088,insurance_certificate,true
L-102089,insurance_certificate,true
L-102089,income_verification,true
L-102090,promissory_note,true
L-102091,promissory_note,true
L-102091,title_report,false
L-102091,deed_of_trust,true
L-102092,appraisal_report,true
L-102093,appraisal_report,true
L-102093,income_verification,true
L-102094,insurance_certificate,true
L-102095,income_verification,true
L-102095,insurance_certificate,true
L-102096,deed_of_trust,true
L-102097,income_verification,true
L-102098,insurance_certificate,true
L-102098,income_verification,true
L-102098,title_report,true
L-102099,deed_of_trust,false
L-102099,promissory_note,true
L-102099,income_verification,false
L-102100,title_report,true
